name,sort_num,sort_letter,contour_path,units,w,h,d,criss_cross,layer_final_geom,layer_derived_curves,layer_original_curves,layer_scaled_curve,layer_curve_bbox,layer_images,picture_path,img_w,img_h,min_x,min_z,max_x,max_z,left_margin,right_margin,top_margin,bottom_margin
244,244,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/244_silhouette_contour.svg,cm,2,2,0.1,FALSE,Item_244::Final_Geom,Item_244::Face_Curves,Item_244::Original_Curve,AutoCAD::Item_244::Scaled_Curve,AutoCAD::Item_244::Curve_Bbox,Item_244::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/244_silhouette.png,245,196,46,13,212,168,46,32,13,27
245,245,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/245_silhouette_contour.svg,cm,33.7,0.9,0.05,FALSE,Item_245::Final_Geom,Item_245::Face_Curves,Item_245::Original_Curve,AutoCAD::Item_245::Scaled_Curve,AutoCAD::Item_245::Curve_Bbox,Item_245::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/245_silhouette.png,501,55,1,17,491,41,1,9,17,13
246,246,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/246_silhouette_contour.svg,cm,0.5,1.9,1.4,FALSE,Item_246::Final_Geom,Item_246::Face_Curves,Item_246::Original_Curve,AutoCAD::Item_246::Scaled_Curve,AutoCAD::Item_246::Curve_Bbox,Item_246::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/246_silhouette.png,205,135,10,7,198,124,10,6,7,10
247,247,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/247_silhouette_contour.svg,cm,2.5,2.5,1.1,FALSE,Item_247::Final_Geom,Item_247::Face_Curves,Item_247::Original_Curve,AutoCAD::Item_247::Scaled_Curve,AutoCAD::Item_247::Curve_Bbox,Item_247::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/247_silhouette.png,187,184,6,4,182,180,6,4,4,3
248,248,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/248_silhouette_contour.svg,cm,2.2,2.6,0.4,FALSE,Item_248::Final_Geom,Item_248::Face_Curves,Item_248::Original_Curve,AutoCAD::Item_248::Scaled_Curve,AutoCAD::Item_248::Curve_Bbox,Item_248::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/248_silhouette.png,164,183,7,1,160,177,7,3,1,5
257,257,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/257_silhouette_contour.svg,cm,10,19.3,9.2,FALSE,Item_257::Final_Geom,Item_257::Face_Curves,Item_257::Original_Curve,AutoCAD::Item_257::Scaled_Curve,AutoCAD::Item_257::Curve_Bbox,Item_257::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/257_silhouette.png,71,143,5,3,63,136,5,7,3,6
258,258,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/258_silhouette_contour.svg,cm,12.9,12.9,2.6,FALSE,Item_258::Final_Geom,Item_258::Face_Curves,Item_258::Original_Curve,AutoCAD::Item_258::Scaled_Curve,AutoCAD::Item_258::Curve_Bbox,Item_258::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/258_silhouette.png,129,128,6,5,123,122,6,5,5,5
261,261,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/261_silhouette_contour.svg,cm,2.6,1.4,0.08,FALSE,Item_261::Final_Geom,Item_261::Face_Curves,Item_261::Original_Curve,AutoCAD::Item_261::Scaled_Curve,AutoCAD::Item_261::Curve_Bbox,Item_261::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/261_silhouette.png,96,58,3,3,92,53,3,3,3,4
262,262,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/262_silhouette_contour.svg,cm,1.3,1.8,0.2,FALSE,Item_262::Final_Geom,Item_262::Face_Curves,Item_262::Original_Curve,AutoCAD::Item_262::Scaled_Curve,AutoCAD::Item_262::Curve_Bbox,Item_262::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/262_silhouette.png,69,85,2,2,64,83,2,4,2,1
263,263,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/263_silhouette_contour.svg,cm,3.2,3.2,0.1,FALSE,Item_263::Final_Geom,Item_263::Face_Curves,Item_263::Original_Curve,AutoCAD::Item_263::Scaled_Curve,AutoCAD::Item_263::Curve_Bbox,Item_263::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/263_silhouette.png,92,80,5,6,83,72,5,8,6,7
264,264,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/264_silhouette_contour.svg,cm,2.2,2.2,0.6,FALSE,Item_264::Final_Geom,Item_264::Face_Curves,Item_264::Original_Curve,AutoCAD::Item_264::Scaled_Curve,AutoCAD::Item_264::Curve_Bbox,Item_264::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/264_silhouette.png,75,71,1,1,69,68,1,5,1,2
279,279,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/279_silhouette_contour.svg,cm,1.49,1.49,0.5,FALSE,Item_279::Final_Geom,Item_279::Face_Curves,Item_279::Original_Curve,AutoCAD::Item_279::Scaled_Curve,AutoCAD::Item_279::Curve_Bbox,Item_279::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/279_silhouette.png,209,226,12,15,208,208,12,0,15,17
280,280,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/280_silhouette_contour.svg,cm,1.49,1.49,0.5,FALSE,Item_280::Final_Geom,Item_280::Face_Curves,Item_280::Original_Curve,AutoCAD::Item_280::Scaled_Curve,AutoCAD::Item_280::Curve_Bbox,Item_280::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/280_silhouette.png,206,216,3,10,205,211,3,0,10,4
281,281,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/281_silhouette_contour.svg,cm,1.62,1.62,0.5,FALSE,Item_281::Final_Geom,Item_281::Face_Curves,Item_281::Original_Curve,AutoCAD::Item_281::Scaled_Curve,AutoCAD::Item_281::Curve_Bbox,Item_281::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/281_silhouette.png,240,238,5,9,239,230,5,0,9,7
282,282,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/282_silhouette_contour.svg,cm,1.7,1.7,0.5,FALSE,Item_282::Final_Geom,Item_282::Face_Curves,Item_282::Original_Curve,AutoCAD::Item_282::Scaled_Curve,AutoCAD::Item_282::Curve_Bbox,Item_282::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/282_silhouette.png,218,220,0,14,217,219,0,0,14,0
283,283,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/283_silhouette_contour.svg,cm,1.4,1.4,0.5,FALSE,Item_283::Final_Geom,Item_283::Face_Curves,Item_283::Original_Curve,AutoCAD::Item_283::Scaled_Curve,AutoCAD::Item_283::Curve_Bbox,Item_283::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/283_silhouette.png,237,228,6,7,222,218,6,14,7,9
284,284,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/284_silhouette_contour.svg,cm,1.88,1.88,0.5,FALSE,Item_284::Final_Geom,Item_284::Face_Curves,Item_284::Original_Curve,AutoCAD::Item_284::Scaled_Curve,AutoCAD::Item_284::Curve_Bbox,Item_284::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/284_silhouette.png,233,239,6,9,232,230,6,0,9,8
285,285,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/285_silhouette_contour.svg,cm,2.69,2.69,0.5,FALSE,Item_285::Final_Geom,Item_285::Face_Curves,Item_285::Original_Curve,AutoCAD::Item_285::Scaled_Curve,AutoCAD::Item_285::Curve_Bbox,Item_285::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/285_silhouette.png,268,273,7,15,267,266,7,0,15,6
286,286,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg Contours/286_silhouette_contour.svg,cm,2.72,2.72,0.5,FALSE,Item_286::Final_Geom,Item_286::Face_Curves,Item_286::Original_Curve,AutoCAD::Item_286::Scaled_Curve,AutoCAD::Item_286::Curve_Bbox,Item_286::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Bloomberg Modified/Bloomberg SIlhouettes/Combined/286_silhouette.png,281,283,18,24,274,275,18,6,24,7
