name,sort_num,sort_letter,contour_path,units,w,h,d,criss_cross,layer_final_geom,layer_derived_curves,layer_original_curves,layer_scaled_curve,layer_curve_bbox,layer_images,picture_path,img_w,img_h,min_x,min_z,max_x,max_z,left_margin,right_margin,top_margin,bottom_margin
146,146,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/146_silhouette_contour.svg,cm,6.56,5.86,1,FALSE,Item_146::Final_Geom,Item_146::Face_Curves,Item_146::Original_Curve,AutoCAD::Item_146::Scaled_Curve,AutoCAD::Item_146::Curve_Bbox,Item_146::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/146_silhouette.png,737,800,41,36,683,777,41,53,36,22
147,147,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/147_silhouette_contour.svg,cm,5.87,5.95,1,FALSE,Item_147::Final_Geom,Item_147::Face_Curves,Item_147::Original_Curve,AutoCAD::Item_147::Scaled_Curve,AutoCAD::Item_147::Curve_Bbox,Item_147::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/147_silhouette.png,624,612,32,31,569,578,32,54,31,33
148,148,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/148_silhouette_contour.svg,cm,2.05,1.89,2.05,TRUE,Item_148::Final_Geom,Item_148::Face_Curves,Item_148::Original_Curve,AutoCAD::Item_148::Scaled_Curve,AutoCAD::Item_148::Curve_Bbox,Item_148::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/148_silhouette.png,800,708,18,29,785,662,18,14,29,45
149,149,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/149_silhouette_contour.svg,cm,2.1,2.12,2.1,TRUE,Item_149::Final_Geom,Item_149::Face_Curves,Item_149::Original_Curve,AutoCAD::Item_149::Scaled_Curve,AutoCAD::Item_149::Curve_Bbox,Item_149::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/149_silhouette.png,800,641,24,29,775,620,24,24,29,20
150,150,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/150_silhouette_contour.svg,cm,90.45,2.82,0.01,FALSE,Item_150::Final_Geom,Item_150::Face_Curves,Item_150::Original_Curve,AutoCAD::Item_150::Scaled_Curve,AutoCAD::Item_150::Curve_Bbox,Item_150::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/150_silhouette.png,800,551,55,46,741,511,55,58,46,39
151,151,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/151_silhouette_contour.svg,cm,2.4,3.2,2.4,TRUE,Item_151::Final_Geom,Item_151::Face_Curves,Item_151::Original_Curve,AutoCAD::Item_151::Scaled_Curve,AutoCAD::Item_151::Curve_Bbox,Item_151::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/151_silhouette.png,800,577,23,33,790,525,23,9,33,51
152,152,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/152_silhouette_contour.svg,cm,1.98,1.98,0.5,FALSE,Item_152::Final_Geom,Item_152::Face_Curves,Item_152::Original_Curve,AutoCAD::Item_152::Scaled_Curve,AutoCAD::Item_152::Curve_Bbox,Item_152::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/152_silhouette.png,465,461,18,14,450,452,18,14,14,8
153,153,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/153_silhouette_contour.svg,cm,1.92,1.92,0.5,FALSE,Item_153::Final_Geom,Item_153::Face_Curves,Item_153::Original_Curve,AutoCAD::Item_153::Scaled_Curve,AutoCAD::Item_153::Curve_Bbox,Item_153::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/153_silhouette.png,504,475,17,20,477,463,17,26,20,11
154,154,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/154_silhouette_contour.svg,cm,1.98,1.98,0.5,FALSE,Item_154::Final_Geom,Item_154::Face_Curves,Item_154::Original_Curve,AutoCAD::Item_154::Scaled_Curve,AutoCAD::Item_154::Curve_Bbox,Item_154::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/154_silhouette.png,557,565,20,21,539,548,20,17,21,16
155,155,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/155_silhouette_contour.svg,cm,2,2,0.5,FALSE,Item_155::Final_Geom,Item_155::Face_Curves,Item_155::Original_Curve,AutoCAD::Item_155::Scaled_Curve,AutoCAD::Item_155::Curve_Bbox,Item_155::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/155_silhouette.png,624,599,33,25,587,571,33,36,25,27
156,156,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/156_silhouette_contour.svg,cm,1.99,1.99,0.5,FALSE,Item_156::Final_Geom,Item_156::Face_Curves,Item_156::Original_Curve,AutoCAD::Item_156::Scaled_Curve,AutoCAD::Item_156::Curve_Bbox,Item_156::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/156_silhouette.png,624,644,25,17,612,621,25,11,17,22
157,157,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/157_silhouette_contour.svg,cm,2.02,2.02,0.5,FALSE,Item_157::Final_Geom,Item_157::Face_Curves,Item_157::Original_Curve,AutoCAD::Item_157::Scaled_Curve,AutoCAD::Item_157::Curve_Bbox,Item_157::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/157_silhouette.png,624,620,26,18,596,596,26,27,18,23
158,158,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/158_silhouette_contour.svg,cm,1.95,1.95,0.5,FALSE,Item_158::Final_Geom,Item_158::Face_Curves,Item_158::Original_Curve,AutoCAD::Item_158::Scaled_Curve,AutoCAD::Item_158::Curve_Bbox,Item_158::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/158_silhouette.png,624,646,32,31,606,600,32,17,31,45
159,159,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/159_silhouette_contour.svg,cm,2,2,0.5,FALSE,Item_159::Final_Geom,Item_159::Face_Curves,Item_159::Original_Curve,AutoCAD::Item_159::Scaled_Curve,AutoCAD::Item_159::Curve_Bbox,Item_159::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/159_silhouette.png,624,635,28,23,599,614,28,24,23,20
160,160,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/160_silhouette_contour.svg,cm,2.85,2.85,0.5,FALSE,Item_160::Final_Geom,Item_160::Face_Curves,Item_160::Original_Curve,AutoCAD::Item_160::Scaled_Curve,AutoCAD::Item_160::Curve_Bbox,Item_160::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/160_silhouette.png,540,432,75,23,457,410,75,82,23,21
249,249,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/249_silhouette_contour.svg,cm,2.81,2.81,0.5,FALSE,Item_249::Final_Geom,Item_249::Face_Curves,Item_249::Original_Curve,AutoCAD::Item_249::Scaled_Curve,AutoCAD::Item_249::Curve_Bbox,Item_249::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/249_silhouette.png,556,445,73,24,462,416,73,93,24,28
250,250,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/250_silhouette_contour.svg,cm,2.9,2.9,0.5,FALSE,Item_250::Final_Geom,Item_250::Face_Curves,Item_250::Original_Curve,AutoCAD::Item_250::Scaled_Curve,AutoCAD::Item_250::Curve_Bbox,Item_250::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/250_silhouette.png,532,426,64,7,464,416,64,67,7,9
251,251,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/251_silhouette_contour.svg,cm,2.8,2.8,0.5,FALSE,Item_251::Final_Geom,Item_251::Face_Curves,Item_251::Original_Curve,AutoCAD::Item_251::Scaled_Curve,AutoCAD::Item_251::Curve_Bbox,Item_251::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/251_silhouette.png,700,560,80,13,615,544,80,84,13,15
254,254,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/254_silhouette_contour.svg,cm,11.1,25.3,3,FALSE,Item_254::Final_Geom,Item_254::Face_Curves,Item_254::Original_Curve,AutoCAD::Item_254::Scaled_Curve,AutoCAD::Item_254::Curve_Bbox,Item_254::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/254_silhouette.png,623,800,4,24,617,787,4,5,24,12
265,265,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/265_silhouette_contour.svg,cm,34.5,85.5,17.5,TRUE,Item_265::Final_Geom,Item_265::Face_Curves,Item_265::Original_Curve,AutoCAD::Item_265::Scaled_Curve,AutoCAD::Item_265::Curve_Bbox,Item_265::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/265_silhouette.png,282,546,38,19,261,539,38,20,19,6
266,266,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/266_silhouette_contour.svg,cm,65,98,24,TRUE,Item_266::Final_Geom,Item_266::Face_Curves,Item_266::Original_Curve,AutoCAD::Item_266::Scaled_Curve,AutoCAD::Item_266::Curve_Bbox,Item_266::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/266_silhouette.png,462,692,11,9,450,676,11,11,9,15
287,287,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/287_silhouette_contour.svg,cm,1,1,1,FALSE,Item_287::Final_Geom,Item_287::Face_Curves,Item_287::Original_Curve,AutoCAD::Item_287::Scaled_Curve,AutoCAD::Item_287::Curve_Bbox,Item_287::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/287_silhouette.png,800,593,5,0,779,573,5,20,0,19
288,288,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/288_silhouette_contour.svg,cm,1,1,1,FALSE,Item_288::Final_Geom,Item_288::Face_Curves,Item_288::Original_Curve,AutoCAD::Item_288::Scaled_Curve,AutoCAD::Item_288::Curve_Bbox,Item_288::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/288_silhouette.png,372,349,0,0,371,348,0,0,0,0
289,289,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/289_silhouette_contour.svg,cm,1,1,1,FALSE,Item_289::Final_Geom,Item_289::Face_Curves,Item_289::Original_Curve,AutoCAD::Item_289::Scaled_Curve,AutoCAD::Item_289::Curve_Bbox,Item_289::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/289_silhouette.png,299,342,0,2,296,341,0,2,2,0
128a,128,a,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/128a_silhouette_contour.svg,cm,25,35,3,FALSE,Item_128a::Final_Geom,Item_128a::Face_Curves,Item_128a::Original_Curve,AutoCAD::Item_128a::Scaled_Curve,AutoCAD::Item_128a::Curve_Bbox,Item_128a::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/128a_silhouette.png,550,800,7,11,543,786,7,6,11,13
128b,128,b,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Contours/128b_silhouette_contour.svg,cm,25,35,3,FALSE,Item_128b::Final_Geom,Item_128b::Face_Curves,Item_128b::Original_Curve,AutoCAD::Item_128b::Scaled_Curve,AutoCAD::Item_128b::Curve_Bbox,Item_128b::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Heller Modified/Heller Silhouettes/Combined/128b_silhouette.png,564,800,6,11,555,791,6,8,11,8
