name,contour_path,units,w,h,d,criss_cross,layer_final_geom,layer_derived_curves,layer_original_curves,layer_images,picture_path,img_w,img_h,min_x,min_z,max_x,max_z,left_margin,right_margin,top_margin,bottom_margin
16,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Kaplan Modified/Kaplan Contours/16_silhouette_contour.svg,cm,50,210,50,TRUE,Item_16::Final_Geom,Item_16::Face_Curves,Item_16::Original_Curve,Item_16::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Kaplan Modified/Kaplan Silhouettes/3D Silhouettes/16_silhouette.png,1245,1658,457,119,822,1495,457,422,119,162
